ID,speaker,stage,paragraph,source_file,Sound: Ja/Nein?,Lautstärkeniveau (0;1-5),Kommentar
1257,ONKEL LUDWIG,sagt entzückt; unwillkürlich zweimal leicht in die Hände schlagend.,Bravissime!,holz-ignorabimus.xml,ja,,
966,GEORG,sagt erbittert durch die Zähne.,Muß einem noch im letzten Augenblick ...,holz-ignorabimus.xml,ja,,
1664,DUFROY,"sagt erbittert-heftig; jede etwa noch mögliche, weitere Verständigung über diesen Punkt
  damit ablehnend.",Eh ich die Naturgesetze ...,holz-ignorabimus.xml,ja,,
3582,GEORG,sagt erbittert-heftigst.,Ich ... bitte dich! Um alles in der Welt! Solch ein ... Aberwitz!,holz-ignorabimus.xml,ja,,
2683,GEORG,sagt erbittert-verbissen; fast wie mit innerster Genugtuung.,So weit wären wir nun!,holz-ignorabimus.xml,ja,,
2316,ONKEL LUDWIG,sagt erbittert; mit entsprechendem »Blick« nach Marianne rüber.,Natürlich!,holz-ignorabimus.xml,ja,,
3127,ONKEL LUDWIG,"sagt erbittert; wieder dabei, wie nun schon so oft, nach der Ecke links zurück.",Wo mich das edle Paar ...,holz-ignorabimus.xml,ja,,
3260,ONKEL LUDWIG,sagt ergriffen vor sich hin.,»Schlaflos ...!«,holz-ignorabimus.xml,ja,,
3090,DUFROY,sagt ergriffen; ihm mit beiden Händen Kopf und Schultern streichelnd.,Lieber ... Ludwig! Lieber ... Bruder! Lieber ...,holz-ignorabimus.xml,ja,,
3125,ONKEL LUDWIG,sagt ergrimmt auffahrend.,»Nur?!«,holz-ignorabimus.xml,ja,,
3225,DUFROY,sagt ergrimmt nickend; mit in ihm noch nachzitterndem Zorn.,Über mich gebracht! Ja!!,holz-ignorabimus.xml,ja,,
2946,ONKEL LUDWIG,"sagt ergrimmt; wieder, diesmal bei der dritten Silbe, mit seinem Stock
  aufstoßend.","Est ut est! Im dicksten, dustersten Urschleim aller Dinge ...",holz-ignorabimus.xml,ja,,
1409,UEXKÜLL,sagt erkenntlich-verbindlich.,"Hätte ich gewußt, daß Exzellenz ...",holz-ignorabimus.xml,ja,,
1681,ONKEL LUDWIG,"sagt erneutes, diesmal sogar bereits ziemlich nahes Donnergeroll; ebenso.",Aber leider noch nicht das Gewitter!,holz-ignorabimus.xml,ja,,
2891,DUFROY,sagt erregt auf und ab.,Georg hat mir fest und heilig versprochen ...,holz-ignorabimus.xml,ja,,
2251,GEORG,"sagt erregt fuchtelnde Geste mit der Rechten; seinen Gang jäh wieder aufnehmend; wieder
  Vogellärm, wenn auch nicht mehr so stark, wie oft vorhin.",Also! ...,holz-ignorabimus.xml,ja,,
1079,DUFROY,sagt erregt-abwehrende Geste.,Worte!,holz-ignorabimus.xml,ja,,
2329,MARIANNE,"sagt erregt, wie von seiner ungestümen Leidenschaft plötzlich psychisch angesteckt, in
  seinem Satz weiter.","Oder wenigstens schon ein einziges, unglückliches, Zusammentreffen scheinbarer, zufälliger Verdachtsmomente, die, wie von einer schadenfroh boshaften, teuflischen Macht, Kraft, oder Gewalt heimtückisch inszeniert und herbeigeführt ...",holz-ignorabimus.xml,ja,,
3366,ONKEL LUDWIG,sagt erschüttert zu Georg; Seitenblick nach Dufroy und Marianne.,Du ... siehst ... daß man nich ungestraft ...,holz-ignorabimus.xml,ja,,
186,MARIANNE,sagt erschüttert; mit mehr und mehr wachsendem Mitleid mit ihm.,Daß dich diese ... schreckliche Erinnrung noch immer so ...,holz-ignorabimus.xml,ja,,
3004,ONKEL LUDWIG,sagt erst allmählich sich rausheddernd.,"Da muß ich mich erst ... das ... kann ich dir wirklich ... Ja, ja! Oder ... ob mir das bloß so ...? I wo! Nein, nein! ... Aber auch ganz bestimmt! ... Über meinem Bett ... mit der gewürfelten Decke ... in Glas und Papprahmen ...",holz-ignorabimus.xml,ja,,
285,ONKEL LUDWIG,"sagt erst jetzt auf ihr Kostüm aufmerksam; dann wieder auf den Hut und die Blumen
  blickend; aus tiefstem Innern; fast erschüttert.",Kindchen! Du warst ...,holz-ignorabimus.xml,ja,,
3153,DUFROY,"sagt erst jetzt auf sie zu; die Rechte gegen die Rücklehne, die Linke auf die Armlehne
  gestützt; besorgt-forschend gedämpft.",Marianne!,holz-ignorabimus.xml,ja,,
3052,DUFROY,sagt erst jetzt damit Farbe bekennend.,"Aber bei der beängstigend unheimlichen, zitternd fieberhaften, pessimistisch, schwarzseherisch ansteckenden Übererregtheit Georgs, der hier wie ein Panther ...",holz-ignorabimus.xml,ja,,
2483,MARIANNE,"sagt erst jetzt fähig, ihren Satz mühsam zu Ende zu bringen.",Das kann nur ...,holz-ignorabimus.xml,ja,,
1938,UEXKÜLL,"sagt erst jetzt ihn begreifend; mit dem lahmen Versuch, ihm sein »freventliches Spiel«
  auszureden.",Wie ... durften Sie voraussehn ...,holz-ignorabimus.xml,ja,,
828,GEORG,sagt erst jetzt ihn schließend; fast drohend.,Wahrscheinlich ... nie wiedersehn!,holz-ignorabimus.xml,ja,,
2992,ONKEL LUDWIG,sagt erst jetzt mit seinem ganzen Haß niederkommend.,"Teufelsweib, das mich aus diesem Haus ... durch die ganze Welt ... und auch erst eben ...",holz-ignorabimus.xml,ja,,
2649,GEORG,sagt erst jetzt mit seiner Unterbrechung zu Rande kommend.,"Was kannst du dafür, wenn deine entartete Tochter ...",holz-ignorabimus.xml,ja,,
55,ONKEL LUDWIG,"sagt erst jetzt seine lange Periode schließend; einen kurzen Augenblick wie
  erschöpft.",War ein Phantasma ...,holz-ignorabimus.xml,ja,,
3276,ONKEL LUDWIG,"sagt erst jetzt seinen Protest, wenn auch von Dufroy sofort wieder unterbrochen, über
  die Lippen bringend.",»P ... Pracht- und ...«,holz-ignorabimus.xml,ja,,
151,ONKEL LUDWIG,"sagt erst jetzt wieder ganz zu sich gekommen; ihren qualvollen »beinahe Monolog«
  unterbrechend; äußerste, teilnehmendste Besorgnis.","Aber Kind!! Kindchen! ... Hätte ich vor zirka drei Jahren geahnt ... als ich meine großartge Entdeckung hier machte, was du für ein wunderbarstes Medium bist ... wunderbarer als alle Eusapia Palladinos und wie die Weibsbilder alle heißen mögen, zusammengenommen ... hätte ich damals vorausgesehn, daß das für dein spätres Gemütsleben mal von solchen Folgen begleitet sein würde ... ich glaube ... trotz Afra ... und so wenig ich mir nu ... diesen ... späten Seelentrost aus meinem Leben auch wieder wegdenken möchte ... ich hätte meine Weisheit ... für mich behalten!",holz-ignorabimus.xml,ja,,
2517,DUFROY,"sagt erst jetzt wieder imstande einzugreifen; nervös-heftigst und vergeblich bemüht, in
  den Ideeengang der beiden andern, der ihm zum Teil völlig unverständlich ist,
  einzudringen.",»Verheißen« war! »Verheißen«! Was für eine Verheißung?,holz-ignorabimus.xml,ja,,
5,ONKEL LUDWIG,"sagt erst jetzt, etwas schwerfällig, nähertretend.",Erst sucht man dich den ganzen Morgen,holz-ignorabimus.xml,ja,,
3299,DUFROY,"sagt erst jetzt, jeden Iktus nachdrücklichst betont, seinen Satz schließend.","Wurde ihr qualschweres, peinvolles, bußreuiges Purgatorium ... zu einem hoffnungslosen Inferno!",holz-ignorabimus.xml,ja,,
3182,ONKEL LUDWIG,"sagt erst jetzt, zum erstenmal, etwas benaut und mit einer kleinen, bedauernden Nüance
  ins Weiche.",Ich seh das ja heut ...,holz-ignorabimus.xml,ja,,
3008,ONKEL LUDWIG,"sagt erst noch etwas zaudernd, dann immer lebhafter; mit fortwährend wechselndem
  Mienenspiel und ebensolchen Gesten.","Ich ... weiß nich, aber ... Aus allen Ecken, auf allen Ranken, im ganzen Gitterwerk, mitten durchs Zimmer und quer über die Decke weg! ... Das zwitscherte, kreischte, kletterte, schwirrte, huschte, hüpfte, schoß, schmetterte und glitzerte! Kolibris, Kakadus, Araras, Flamingos, Marabus, Smaragdfinken, Purpurschwalben, kleine, silbrig singende, persische Bülbüls und Nashornvögel!",holz-ignorabimus.xml,ja,,
434,ONKEL LUDWIG,"sagt erst wieder »Stich«, dann trocken; Ton auf der ersten Silbe.",Merci!,holz-ignorabimus.xml,ja,,
555,MARIANNE,sagt erstaunt aufhorchend.,Georg??,holz-ignorabimus.xml,ja,,
2463,MARIANNE,"sagt erstaunt, mit aufsteigender Besorgnis.",Wozu? ... Zu welchem Zweck?,holz-ignorabimus.xml,ja,,
1239,DUFROY,sagt etwas geniert-unbehaglich halb zu Uexküll rüber.,Herr Baron ... wird zwar etwas verwundert sein ...,holz-ignorabimus.xml,ja,,
46,MARIANNE,sagt etwas sanfter; wieder einlenkend; aber trotzdem innerlich sehr bestimmt.,"Ein Wort von dir, ein einziger Brief, wo du auch warst, die ganzen Jahre, das kleinste Lebenszeichen hätte genügt ...",holz-ignorabimus.xml,ja,,
2207,MARIANNE,"sagt etwas vor sich über den Tisch gebeugt, die Augen gleichsam ins Leere und wie
  bereits nach einem ganz bestimmten, letzten Erinnrungsmoment suchend.",Ich wehrte mich ... wie aus einem dunklen Grauen ... mit aller Macht ...,holz-ignorabimus.xml,ja,,
1707,DIE ERSCHEINUNG,"sagt etwas vortretend; langsam, getragen; mit einer Stimme ähnlich der tieferen, die
  vorhin hinterm Vorhang erklungen.",Ich bin nicht Afra! Es gibt nicht Afra! ... Es hat nie Afra gegeben!,holz-ignorabimus.xml,ja,,
1241,ONKEL LUDWIG,"sagt fast »empört«, zu ihm und Uexküll rüber.",Wenn man nach zwei Menschenaltern ...?,holz-ignorabimus.xml,ja,,
885,UEXKÜLL,sagt fast »gekränkt«.,Falls Herr Doktor etwa ... die Bestätigung meiner Angaben auch noch durch den Hotelportier wünschen ...,holz-ignorabimus.xml,ja,,
1122,DUFROY,sagt fast »starr«.,»Zu Ende«? ...,holz-ignorabimus.xml,ja,,
655,MARIANNE,sagt fast angstvoll.,Georg!,holz-ignorabimus.xml,ja,,
430,ONKEL LUDWIG,sagt fast atemlos; Zeigefinger.,Dort! Durch die Taxusallee! Schon keine zwanzig Schritt mehr vom Springbrunnen!,holz-ignorabimus.xml,ja,,
1799,GEORG,sagt fast atemlos.,Und dieser ... andre?,holz-ignorabimus.xml,ja,,
2805,DUFROY,sagt fast aufgebracht.,Allein schon mit deinen drei Morphiumeinspritzungen im Leib!,holz-ignorabimus.xml,ja,,
2302,MARIANNE,sagt fast bereits tränenerstickt.,Und ihr ...,holz-ignorabimus.xml,ja,,
2875,DUFROY,sagt fast empört.,Beruhige dich!,holz-ignorabimus.xml,ja,,
2331,DUFROY,sagt fast entsetzt-unwillig.,Marianne!,holz-ignorabimus.xml,ja,,
1193,DUFROY,sagt fast feindselig-scheu zu Marianne rüber; noch immer wie halb gebrochen.,Ich ... hätte überhaupt erst nicht ...,holz-ignorabimus.xml,ja,,
2307,UEXKÜLL,sagt fast gleichzeitig; mit unverhohlnem Triumph.,Wie ich ...,holz-ignorabimus.xml,ja,,
2581,GEORG,sagt fast haßerfüllt.,Deine erste Tochter unterschlugst und dafür und statt dessen ...,holz-ignorabimus.xml,ja,,
1541,UEXKÜLL,sagt fast heftig.,Wer »du«?,holz-ignorabimus.xml,ja,,
1694,DUFROY,sagt fast heftig.,Marianne kann doch nicht spielen!,holz-ignorabimus.xml,ja,,
361,ONKEL LUDWIG,"sagt fast im gleichen Moment aufgefahren; grimmig; wie von einer faustgroßen Tarantel
  gestochen.",Wie?!,holz-ignorabimus.xml,ja,,
2611,GEORG,"sagt fast in der Mitte der Bühne; beide Fäuste geballt, die Arme von sich
  streckend.",Und wenn sich ... mir alles ...,holz-ignorabimus.xml,ja,,
2954,ONKEL LUDWIG,sagt fast keuchend.,Auf seinem dreibeinigen ...,holz-ignorabimus.xml,ja,,
649,DUFROY,sagt fast mitleidig auf das Manuskript hin.,Und mit diesem halben,holz-ignorabimus.xml,ja,,
2700,DUFROY,sagt fast mitleidig.,"Ja, du lieber ...",holz-ignorabimus.xml,ja,,
1506,GEORG,"sagt fast noch maßloser, als vorhin; die Erregung aller, mit Ausnahme Mariannes, hat den
  bis jetzt höchsten Gipfelpunkt erreicht.","Schützte Sie nicht im Augenblick eine Art Vorrecht, das Sie hier als Gast genießen ...",holz-ignorabimus.xml,ja,,
3574,GEORG,sagt fast rasend.,Sprich s nicht erst aus! Ich ...,holz-ignorabimus.xml,ja,,
1833,ONKEL LUDWIG,sagt fast schlotternd.,»Ge ...?,holz-ignorabimus.xml,ja,,
3286,ONKEL LUDWIG,"sagt fast schluchzend und ohne, daß er sich dagegen wehren kann, beinahe
  ähnlich.",Es ... wird ja schon ...,holz-ignorabimus.xml,ja,,
1964,UEXKÜLL,sagt fast ungeduldig wieder nach ihm zurück.,"Gott, Sie ... müssen natürlich nicht gleich ...",holz-ignorabimus.xml,ja,,
802,GEORG,sagt fast unwillig.,"Mariette! ... Wie konnte ich von einem Wesen, das in allem, was es anstellte, immer noch dreiviertel Kind geblieben war, von einem Weib ... das nichts als Weib war ...",holz-ignorabimus.xml,ja,,
584,DUFROY,sagt fast unwirsch.,Wenn jedes Schwesternpaar ...,holz-ignorabimus.xml,ja,,
106,MARIANNE,sagt fast verweisend.,Du ... solltest auf keinen Fall ...,holz-ignorabimus.xml,ja,,
821,MARIANNE,sagt fast verzweifelt.,Ich weiß nur ... daß hier deines Bleibens ...,holz-ignorabimus.xml,ja,,
871,MARIANNE,sagt fast verzweifelt.,Sie hören doch!,holz-ignorabimus.xml,ja,,
2963,DUFROY,sagt fast verzweifelt.,Du kannst einen wirklich ...,holz-ignorabimus.xml,ja,,
738,GEORG,sagt fast wider Willen und wie halb zu sich selbst.,"Es war ein seltsamstes, sonderbarstes Verhängnis, daß deine Großmutter von euch beiden grade dich damals zu ihrer Reisebegleiterin hatte auswählen müssen, wo ihr doch sonst ... eigentlich grade Mariette ...",holz-ignorabimus.xml,ja,,
1219,ONKEL LUDWIG,"sagt fast wie »vor den Kopf geschlagen«; den betreffenden »Attentäter«
  anstarrend.",Georg?!!,holz-ignorabimus.xml,ja,,
3601,MARIANNE,sagt fast wie ihn nicht begreifend-verwundert.,Und der Einspruch ... den du jetzt erhebst?,holz-ignorabimus.xml,ja,,
3207,DUFROY,sagt fast wie in nachträglicher Rache und in sich sättigendem Triumph.,"Das freiwillig über sich selbst verhängte Ende einer Existenz war, deren bisdasiger Inhaber ...",holz-ignorabimus.xml,ja,,
3362,DUFROY,sagt fast wie mit Ekel und Abscheu bereits vor ihm zurückschaudernd.,Du wirst ... deine Bluttat ...,holz-ignorabimus.xml,ja,,
254,MARIANNE,"sagt fast wie zu sich selbst; auf Onkel Ludwig kaum noch achtend; irritiert-fragender
  Tonfall.",Ein Bekannter des Hauses ... ein Freund meines Vaters oder Georgs ... ein uns irgendwie Nahestehender ... und der es noch nicht wissen sollte ... daß Mariette schon seit drei Jahren tot ist ...?,holz-ignorabimus.xml,ja,,
1189,DUFROY,sagt fast zurückgetaumelt; sie ganz entsetzt anstarrend.,Du ...,holz-ignorabimus.xml,ja,,
1851,GEORG,sagt fast zurückgetaumelt.,»Mein ...?«,holz-ignorabimus.xml,ja,,
3396,GEORG,sagt fest wie vorhin.,In diesem Sessel!,holz-ignorabimus.xml,ja,,
3559,MARIANNE,"sagt fest, beinahe hart; ihn voll dabei anblickend.",Das absolut haarscharf diametrale Gegenteil!,holz-ignorabimus.xml,ja,,
2460,MARIANNE,"sagt fest, hart.",Nein!,holz-ignorabimus.xml,ja,,
3213,DUFROY,"sagt fest, mit von neuem sich steigerndem Nachdruck.",Unverwandt an! ... Und dieser Blick ... der in mir unerloschen bleiben wird ... bis zu meinem letzten Tag und bis zu meinem letzten Atemzug ... heute weiß ichs: in ihm ... sammelte sich damals eine Kraft ... mit ihm ... formte sich damals ein Entschluß ... aus ihm ... sprach damals ein Gelöbnis!,holz-ignorabimus.xml,ja,,
1498,UEXKÜLL,sagt fest; nicht einen Millimeter zurück.,"Ich will damit sagen, ich glaube deutlich bemerkt zu haben,",holz-ignorabimus.xml,ja,,
761,MARIANNE,sagt fest.,Was du mir auch vorwirfst ...,holz-ignorabimus.xml,ja,,
855,MARIANNE,sagt fest.,Ich wünsche es!,holz-ignorabimus.xml,ja,,
2926,ONKEL LUDWIG,sagt fest.,"Wünsche, mich auf diesem glühenden Marterrost ...",holz-ignorabimus.xml,ja,,
1612,GEORG,"sagt finster; kurze, ihn zurückwehrende Geste; ohne jeden aggressiven Unterton.",Es ist das Medium und sein Phantom! Stör sie nicht!,holz-ignorabimus.xml,ja,,
1291,MARIANNE,sagt flammend.,Sie wollen nicht gehn??,holz-ignorabimus.xml,ja,,
232,MARIANNE,sagt fortfahrend.,"Blühende, leicht gebräunte Gesichtsfarbe ...",holz-ignorabimus.xml,ja,,
2472,MARIANNE,sagt fragend einfallend und sofort stockend.,Und Sie ...,holz-ignorabimus.xml,ja,,
2228,GEORG,"sagt für alles taub; von Marianne, die ihn wie entgeistert anstarrt, kein Auge lassend;
  vor innerster Empörung fast zitternd.",Machtest du uns hier eben das törichte Spiel vor?,holz-ignorabimus.xml,ja,,
3053,ONKEL LUDWIG,sagt für den Abwesenden eintretend.,Du kannst ihm das schließlich ...,holz-ignorabimus.xml,ja,,
1335,DUFROY,"sagt für den Angegriffenen eintretend; Georgs Vorgehen aufs allerentschiedenste
  mißbilligend.",Herr Baron ist jetzt im Augenblick zwar dein Gegner ...,holz-ignorabimus.xml,ja,,
72,MARIANNE,sagt für den von ihm so Verlästerten mit größter Entschiedenheit eintretend.,Du hast und machst dir eine vollständig falsche Vorstellung von ihm!,holz-ignorabimus.xml,ja,,
2401,MARIANNE,"sagt für die er wieder gar nicht gesprochen; mit seltsamer, zum Schluß gradezu absoluter
  Bestimmtheit.","Diesen Schleier ... ich weiß das jetzt ... diesen Schleier, mir schwante das schon fast, als er mir hier vorhin so rührend harmlos, mit zittrigen Händen gereicht wurde ... diesen Schleier trug an jenem Abend meine Schwester, als Ihre ... brutale, rücksichtslose Selbstsucht ...",holz-ignorabimus.xml,ja,,
1368,DUFROY,"sagt für diese faustdicke Schmeichelei nicht ganz unempfänglich; ihm lebhaft
  beipflichtend.",Sehr richtig!,holz-ignorabimus.xml,ja,,
2019,ONKEL LUDWIG,"sagt ganz »desolat«-ratlos; wieder mit einem entsprechenden Blick nach der Tür
  links.",Das gute Kind hatte uns bis dahin noch nie auch nur den leisesten Anlaß zu irgend einem Verdacht gegeben!,holz-ignorabimus.xml,ja,,
3312,ONKEL LUDWIG,sagt ganz andächtig-gerührt.,Als ob ... sie über uns arme Sünder ...,holz-ignorabimus.xml,ja,,
3835,GEORG,"sagt ganz atemlos-starr; wie das vor seinen Augen eben Geschehne noch nicht fassend und
  begreifend.",Ihr ... Herz ...,holz-ignorabimus.xml,ja,,
1678,ONKEL LUDWIG,sagt ganz aufgebracht-entrüstet.,Du gibst ihm nicht ... dein Wort?,holz-ignorabimus.xml,ja,,
2155,MARIANNE,sagt ganz bestürzt von einem zum andern.,Was ... ist?!,holz-ignorabimus.xml,ja,,
706,MARIANNE,sagt ganz bestürzt-überrascht.,Du willst ... weg?,holz-ignorabimus.xml,ja,,
1773,UEXKÜLL,sagt ganz betroffen-perplex nach der Erscheinung hin.,"Ja, aber wer ist dann ...",holz-ignorabimus.xml,ja,,
3415,DUFROY,sagt ganz betroffen-perplex; mit einem Blick zu Onkel Ludwig rüber.,Du hast ... »gesehn und ...?«,holz-ignorabimus.xml,ja,,
1339,ONKEL LUDWIG,"sagt ganz ehrlichst und redlichst verzweifelt, daß all seine »Liebesmüh« umsonst
  gewesen; »a« kurz.","Ja, wenn nu auch ... die Macht der Töne nichts mehr hilft ...! ...",holz-ignorabimus.xml,ja,,
1949,ONKEL LUDWIG,sagt ganz empört-entrüstet.,»Theoretisch??« ... »Theoretisch??« ... Sie haben doch vorhin ... in der Sitzung schon von meinem Neffen ... und mit noch viel schlimmern Worten ...,holz-ignorabimus.xml,ja,,
1081,DUFROY,sagt ganz empört.,Du wirst doch nicht behaupten wollen ...,holz-ignorabimus.xml,ja,,
3196,ONKEL LUDWIG,"sagt ganz entsetzt nach Marianne rüber, die in diesem Augenblick von neuem und noch
  tiefer aufgeseufzt.",Schon ... wieder!!,holz-ignorabimus.xml,ja,,
3365,GEORG,sagt ganz entsetzt stehngeblieben; nach ihr rüber.,Um ... Himmels ... Willen!,holz-ignorabimus.xml,ja,,
2800,DUFROY,sagt ganz erregt-entsetzt auf ihn zu und die Tür hinter ihm schließend.,Du sollst dich doch schonen!,holz-ignorabimus.xml,ja,,
967,MARIANNE,"sagt ganz erschöpft; an ihrem Tischchen sich niederlassend; das von ihm abgewandte
  Gesicht leicht hinter der aufgestützten Rechten bergend.",Du weißt ... ich fühle mich jetzt manchmal plötzlich so elend abgemattet und schwach ...,holz-ignorabimus.xml,ja,,
144,MARIANNE,sagt ganz erschöpft; mit Mühe nur sich sammelnd.,Ich weiß ganz bestimmt! Ich lag und schlief! Und doch ... war ich hier unten!,holz-ignorabimus.xml,ja,,
2330,ONKEL LUDWIG,sagt ganz erschreckt-betroffen.,Aber Kind!,holz-ignorabimus.xml,ja,,
141,ONKEL LUDWIG,sagt ganz erschreckt-überrascht.,Doch nicht etwa wieder ...,holz-ignorabimus.xml,ja,,
2868,ONKEL LUDWIG,sagt ganz erschüttert-entsetzt.,Die ... Hand! Die ...,holz-ignorabimus.xml,ja,,
818,GEORG,sagt ganz erstaunt-starr.,Du tust ... als ob durch diese Tür ...,holz-ignorabimus.xml,ja,,
585,MARIANNE,sagt ganz erstaunt-überrascht.,Du ... nimmst das so leicht?,holz-ignorabimus.xml,ja,,
785,MARIANNE,sagt ganz erstaunt-überrascht.,»Wie ...?«,holz-ignorabimus.xml,ja,,
